Response,empathy_score,fluency_score,sentiment_score,empathy_score_NEW
"Tell me about your favourite childhood photo, and the emotions that it makes you feel! Does that feel give you a creative field to pursue when you recall those childhood memories?",1.0,0.1,0.69,0.0
"Tell me about your favourite childhood photo, describing it and the emotions that it makes me feel. Does this feeling give you a creative field to pursue when you recall those childhood ambitions?",1.0,0.08,0.73,0.0
"Look back at your childhood pictures, choose a really happy one, and think back on the wonderful moment it came from. Let yourself feel like that happy kid again, with ice cream all over your face, or with a dog climbing all over your face. Does it inspire you to start a creative domain that you like when you recall those childhood memories?",1.0,0.12,0.99,1.0
"Reflect on your childhood pictures, pick a really happy one and think back on the wonderful moment. Let yourself think back at that happy kid again with ice cream on your face or climbing a dog all over you. Does it inspire you to do something in a creative field that you like when you recall those childhood memories?",1.0,0.08,0.99,0.0
"Please grab a happy childhood photo and recall those memories, children tend to have many hobbies and activities they enjoy doing. Could you think of a creative domain through recalling those memories?",0.0,0.05,0.95,0.0
Please capture a happy childhood photo and recall these memories. Children tend to have many hobbies and activities they enjoy and could you think of a creative domain through recalling those memories?,0.0,0.04,0.95,1.0
Take a childhood photo that brings back happy memories: Can you think of any creative domain you enjoyed when you recall those childhood memories?,0.0,0.05,0.93,0.0
Take a happy photo from your childhood and think about the memories that come with it. Can you think of any creative field you'd like to pursue when you think of those memories? Lots of people were at their most creative when they were kids so you'll be able to think of something.,1.0,0.26,0.95,0.0
"If you have a happy photo from your childhood, think about the memories that come with it. Can you think about any creative field you would like to pursue when you think about the memories you have? Lots of people are at their most creative when they were little, so I'm sure that you will be able to think of something.",1.0,0.31,0.96,0.0
"Grab any photos from your childhood that put you in a good mood, is there any particularly happy memories you recalled that link to a creative field you would like to experience?",1.0,0.11,0.95,1.0
"Grab any photos from your childhood that put you in a good mood, Is there any special happy memories you recalled that are linked to this, and maybe this relates to a creative field that you would enjoy?",1.0,0.11,0.97,1.0
"About now, go ahead and grab a happy childhood photo, do your best to recall those memories, they may merely help you in your quest to find your creative domain. When you are ready, tell me, were you able to think of a creative field that you would like to pursue when you recall those childhood memories?",1.0,0.2,0.99,0.0
"Take a happy childhood photo now, remember those memories. They may help you in finding your domain. When you are ready, tell me, were you able to brainstorming a creative field you would like to pursue when you recall those childhood memories?",1.0,0.11,0.96,0.0
"If you can, recall a happy childhood photo and recall those memories. Remember how you felt at that moment. Could you conceive of a creative field you feel like pursuing during the recollection of those memories?",1.0,0.07,0.91,0.0
"Please grab a happy childhood photo and remember those memories, remember how you felt in that moment and could you think of a creative field you feel like pursuing by remembering those memories?",0.0,0.06,0.94,1.0
"Grab a happy childhood photo and think about the memories associated with it. I understand that you might not want that cheeky grin to get the picture, but it might help you think of a creative field. Could you visualize a creative field that you love when you recall those childhood memories?",1.0,0.13,0.99,1.0
"Take a happy childhood photo and ponder the memories associated with it. I understand that you might not want the cheeky smile, but it might help you to think of a creative field. Could you think of a creative field you like when you recall those childhood memories?",1.0,0.13,0.98,0.0
"Grab a happy childhood photo, what memories does it bring back? Does it help you think of a creative field that you like to pursue when you recall those childhood memories?",0.0,0.13,0.95,0.0
Take yourself a happy childhood photo. What memories does it bring back? Does it help you think of a creative domain you aspire to pursue when you recall those childhood memories?,1.0,0.1,0.93,0.0
Please find a childhood photo and recall those memories. Could you think of a creative domain in which you would be interested after recalling those memories?,0.0,0.07,0.88,0.0
Please grab a happy childhood photo and recall those memories. I have heard that children have a range of activities to explore. Could you think of a creative field that you feel like pursuing by jotting those memories down?,1.0,0.1,0.94,0.0
,,,,0.0
I am sorry that you could not think of any creative domain you want to pursue. Allow me to suggest the following exercises that will help you build a strong connection with your childhood and ignite a creative domain. (User click on the exercise suggested),,,,1.0
"Sometimes we all struggle with difficult tasks like imagining a creative domain - don't worry! Here, let me suggest some that might ignite that creative field within you. ",1.0,0.05,0.84,1.0
"Don't worry if nothing immediately comes to mind, you might just be a little shy! Just to try and help to get your creative juices flowing, let me suggest a couple of things to get you in the mood and help you build a strong connection with your childhood, to strengthen that bond and ignite a creative domain.",1.0,0.21,0.98,0.0
"Everybody struggles to think of a creative domain they wish to pursue, so don't worry, you will find one. Let me suggest the following exercises that will allow you to build a bond with your childhood.",1.0,0.2,0.87,0.0
Please don't stress about not being able to find a creative domain yet. I've got it in hand! Try these exercises that will help you connect with your childhood and think of a creative domain.,1.0,0.19,0.97,1.0
"Sometimes it's hard to think of a creative domain that you'd like to pursue, but it's all right, don't worry! We'll figure something out for you. Here are a few exercises you can do to reconnect with your childhood and ignite a creative domain.",1.0,0.29,0.93,0.0
I get that it can be difficult to think of a creative domain sometimes. Let me help you with that to make it easier and here are some exercises you can do!,1.0,0.22,0.84,1.0
Deciding which creative domain you would like to pursue is no easy task! It's perfectly okay if you need a little extra time to decide. I have some exercises that can help you to better connect with your childhood and ignite your creative domain - want to give them a shot? ,1.0,0.13,0.98,0.0
"Some people can struggle to find a creative domain they want to pursue, I still haven't figured it out! Allow me to suggest the following exercises that will help you build a strong connection with your childhood and ignite a creative domain.",1.0,0.17,0.95,0.0
"Thinking of something like this can be quite challenging, I know. Don't worry - I can suggest some activities that might help with this. We'll get there.",0.0,0.29,0.9,0.0
